Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Latitude,Longitude,Nearby Hotels,Nearby Restaurants,Nearby Attractions,Nearby Shopping Centers
Northern,Delhi,Delhi,Garden of Five Senses,Park,2003,2,4.1,35,Yes,Open All Days,Botanical,Yes,0.23,Morning,28.513403,77.1975227,"['Svelte Delhi, a member of Radisson Individuals (Rating: 4.1, Reviews: 1803, Address: Select Citywalk Mall, A-3, District Centre, Saket, New Delhi)', 'Hilton Garden Inn New Delhi/Saket (Rating: 4.2, Reviews: 3743, Address: A4, Saket District Centre, New Delhi)', 'Edenpark Hotel (Rating: 4.2, Reviews: 102, Address: G5QQ+HJP, Shaheed Jeet Singh Marg, Qutab Institutional Area, New Delhi)']","[""Hotel Pluto's (Rating: 3.9, Reviews: 666, Address: opposite Sector B, Pocket 4, opposite Sector B, Aruna Asaf Ali Marg, Vasant Kunj, New Delhi)"", ""Lutyens' Hotels (Rating: 4.1, Reviews: 1943, Address: Lutyens Hotels, 222/223, Mehrauli-Gurgaon Road, New Delhi)"", 'NII Canteen (Rating: 4.2, Reviews: 20, Address: G5RF+MW4, Aruna Asaf Ali Marg, Jawaharlal Nehru University, New Delhi)']","['The Garden of Five Senses (Rating: 4.1, Reviews: 23801, Address: Westend Marg, Saidulajab, Saket, New Delhi)', 'Satpula, Delhi (Rating: 4.1, Reviews: 868, Address: G6JF+MCP, Press Enclave Marg, Khidki Village, Malviya Nagar, New Delhi)', 'Iron Pillar (Rating: 4.6, Reviews: 2289, Address: G5FM+VXW, Mehrauli, New Delhi)']","['The Gallery On MG (Rating: 4.2, Reviews: 1296, Address: M.G Road,, New Manglapuri,, Sultanpur)', 'Kukoon The Label (Rating: 2.8, Reviews: 47, Address: 630, Lane Number 3, Saiyad ul Ajaib, Sainik Farm, New Delhi)', 'Puja Shoppe (Rating: 4.2, Reviews: 16, Address: 2nd Floor, Hdfc Bank Building, Plot No 35, Ignou Road Neb Valley, Neb Sarai, Sainik Farm, New Delhi)']"
Northern,Delhi,Delhi,Lodhi Garden,Park,1500,1,4.5,0,Yes,Open All Days,Botanical,Yes,0.48,All,28.5936814,77.2218338,"['The Claridges (Rating: 4.5, Reviews: 8428, Address: 12, Doctor APJ Abdul Kalam Road, New Delhi)', 'Taj Mahal, New Delhi (Rating: 4.6, Reviews: 18853, Address: Taj Mahal, New Delhi Number 1, Man Singh Road Area, New Delhi)', 'Hotel Diplomat (Rating: 4.1, Reviews: 1491, Address: 9, Sardar Patel Marg, Diplomatic Enclave, Chanakyapuri, New Delhi)']","['The Oberoi, New Delhi (Rating: 4.6, Reviews: 10793, Address: Doctor Zakir Hussain Marg, New Delhi)', 'The Ashtan Sarovar Portico (Rating: 4, Reviews: 1994, Address: C 2, Green Park Extension Road, New Delhi)', 'The Imperial New Delhi (Rating: 4.7, Reviews: 8566, Address: Janpath Lane, Connaught Place, New Delhi)']","['India Gate (Rating: 4.6, Reviews: 279508, Address: Kartavya Path, India Gate, New Delhi)', 'Jantar Mantar (Rating: 4.2, Reviews: 33028, Address: Sansad Marg, New Delhi)', 'National Zoological Park, New Delhi (Rating: 4.1, Reviews: 46369, Address: near Purana Qila, Mathura Road, New Delhi)']","['THE CARPET CELLÄR (Rating: 4.4, Reviews: 86, Address: House No 1 ,Anand Lok (Basement), Entrance from August Kranti Marg, New Delhi)', 'Santushti Shopping Complex دلهي (Rating: 4.4, Reviews: 1666, Address: Panchsheel Marg, Chanakyapuri, New Delhi)', 'My Recharge store (Rating: 3.1, Reviews: 8, Address: 181B, South Extension I, Bapu Park, Kotla Mubarakpur, New Delhi)']"
Northern,Delhi,Delhi,National Gallery of Modern Art,Museum,1954,3,4.5,20,Yes,Monday,Artistic,Yes,0.08,All,28.6101926,77.2344179,"['The Claridges (Rating: 4.5, Reviews: 8428, Address: 12, Doctor APJ Abdul Kalam Road, New Delhi)', 'Taj Mahal, New Delhi (Rating: 4.6, Reviews: 18853, Address: Taj Mahal, New Delhi Number 1, Man Singh Road Area, New Delhi)', 'Hotel Bright (Rating: 3.9, Reviews: 592, Address: M – 85, (outer circle) Connaught Place, Opp. Super Bazar, New Delhi)']","['The Oberoi, New Delhi (Rating: 4.6, Reviews: 10793, Address: Doctor Zakir Hussain Marg, New Delhi)', 'The Imperial New Delhi (Rating: 4.7, Reviews: 8566, Address: Janpath Lane, Connaught Place, New Delhi)', 'The Lodhi (Rating: 4.6, Reviews: 5862, Address: Lodhi Road, CGO Complex, Pragati Vihar, New Delhi)']","['Hotel Krishna by RCG Hotels (Rating: 3.7, Reviews: 2719, Address: 45, 8498, Arakashan Road, Paharganj, New Delhi)', 'Jantar Mantar (Rating: 4.2, Reviews: 33028, Address: Sansad Marg, New Delhi)', 'India Gate (Rating: 4.6, Reviews: 279508, Address: Kartavya Path, India Gate, New Delhi)']","['S. Chander & Sons (Rating: 3.7, Reviews: 17, Address: 123, Palika Bazar, Radial Road Number 1, Connaught Place, New Delhi)', 'Santushti Shopping Complex دلهي (Rating: 4.4, Reviews: 1666, Address: Panchsheel Marg, Chanakyapuri, New Delhi)', 'kashmir hotelzahgeer booking (Rating: 1, Reviews: 1, Address: 8 .m .m, Janpath, Connaught Place, New Delhi)']"
Northern,Delhi,Delhi,National Zoological Park ,Zoo,1959,3,4.1,80,Yes,Friday,Environmental,Yes,0.41,All,28.5990119,77.2476997,"['The Claridges (Rating: 4.5, Reviews: 8428, Address: 12, Doctor APJ Abdul Kalam Road, New Delhi)', 'Taj Mahal, New Delhi (Rating: 4.6, Reviews: 18853, Address: Taj Mahal, New Delhi Number 1, Man Singh Road Area, New Delhi)', 'The Manor Hotel (Rating: 4.4, Reviews: 970, Address: The Manor, 77, NH-19, Friends Colony West, New Friends Colony, New Delhi)']","['The Oberoi, New Delhi (Rating: 4.6, Reviews: 10793, Address: Doctor Zakir Hussain Marg, New Delhi)', 'The Imperial New Delhi (Rating: 4.7, Reviews: 8566, Address: Janpath Lane, Connaught Place, New Delhi)', 'The Lodhi (Rating: 4.6, Reviews: 5862, Address: Lodhi Road, CGO Complex, Pragati Vihar, New Delhi)']","['India Gate (Rating: 4.6, Reviews: 279508, Address: Kartavya Path, India Gate, New Delhi)', 'Jantar Mantar (Rating: 4.2, Reviews: 33028, Address: Sansad Marg, New Delhi)', 'National Zoological Park, New Delhi (Rating: 4.1, Reviews: 46369, Address: near Purana Qila, Mathura Road, New Delhi)']","['PT4S GROUP NEW DELHI (Rating: 4.3, Reviews: 26, Address: 430, Jangpura, Bhogal, New Delhi)', 'JM PUBLICITY INDIA PVT.LTD. (Rating: 4.2, Reviews: 5, Address: 44A, Jangpura Road, Jangpura, Bhogal, New Delhi)', 'Nestle Premix (Rating: 3.9, Reviews: 7, Address: 11, Hakikat Rai Marg, Jangpura, Block D, Jungpura Extension, New Delhi)']"
Northern,Delhi,Delhi,Qutub Minar,Monument,1192,1,4.5,35,Yes,Open All Days,Historical,Yes,1.37,Afternoon,28.5244946,77.1855177,"['Svelte Delhi, a member of Radisson Individuals (Rating: 4.1, Reviews: 1803, Address: Select Citywalk Mall, A-3, District Centre, Saket, New Delhi)', 'Hilton Garden Inn New Delhi/Saket (Rating: 4.2, Reviews: 3743, Address: A4, Saket District Centre, New Delhi)', 'Hotel Malik Continental (Rating: 3.6, Reviews: 310, Address: opposite LIG Flats, Main Road, Masoodpur, Vasant Kunj, Delhi)']","['The Ashtan Sarovar Portico (Rating: 4, Reviews: 1994, Address: C 2, Green Park Extension Road, New Delhi)', 'Jaypee Vasant Continental Hotel (Rating: 4.3, Reviews: 7982, Address: Jaypee Vasant Continental, Basant Lok, Vasant Vihar, New Delhi)', ""Hotel Pluto's (Rating: 3.9, Reviews: 666, Address: opposite Sector B, Pocket 4, opposite Sector B, Aruna Asaf Ali Marg, Vasant Kunj, New Delhi)""]","['The Garden of Five Senses (Rating: 4.1, Reviews: 23801, Address: Westend Marg, Saidulajab, Saket, New Delhi)', 'Satpula, Delhi (Rating: 4.1, Reviews: 868, Address: G6JF+MCP, Press Enclave Marg, Khidki Village, Malviya Nagar, New Delhi)', 'Iron Pillar (Rating: 4.6, Reviews: 2289, Address: G5FM+VXW, Mehrauli, New Delhi)']","['DLF Emporio (Rating: 4.6, Reviews: 10925, Address: 4, Nelson Mandela Marg, Vasant Kunj II, Vasant Kunj, New Delhi)', 'Lifestyle Stores (Rating: 4.3, Reviews: 1541, Address: Ambience Mall, Nelson Mandela Marg, Vasant Kunj II, New Delhi)', 'The Gallery On MG (Rating: 4.2, Reviews: 1296, Address: M.G Road,, New Manglapuri,, Sultanpur)']"
Northern,Delhi,Delhi,National Science Centre,Science,1992,5,4.4,70,Yes,Open All Days,Scientific,Yes,0.23,All,28.6131368,77.2453837,"['The Claridges (Rating: 4.5, Reviews: 8428, Address: 12, Doctor APJ Abdul Kalam Road, New Delhi)', 'Taj Mahal, New Delhi (Rating: 4.6, Reviews: 18853, Address: Taj Mahal, New Delhi Number 1, Man Singh Road Area, New Delhi)', 'Hotel Bright (Rating: 3.9, Reviews: 592, Address: M – 85, (outer circle) Connaught Place, Opp. Super Bazar, New Delhi)']","['The Oberoi, New Delhi (Rating: 4.6, Reviews: 10793, Address: Doctor Zakir Hussain Marg, New Delhi)', 'The Imperial New Delhi (Rating: 4.7, Reviews: 8566, Address: Janpath Lane, Connaught Place, New Delhi)', 'The Lodhi (Rating: 4.6, Reviews: 5862, Address: Lodhi Road, CGO Complex, Pragati Vihar, New Delhi)']","['Hotel Krishna by RCG Hotels (Rating: 3.7, Reviews: 2719, Address: 45, 8498, Arakashan Road, Paharganj, New Delhi)', 'Rang Mahal, New Delhi (Rating: 4.4, Reviews: 229, Address: M64V+699, Lal Qila, Old Delhi, New Delhi)', 'Jantar Mantar (Rating: 4.2, Reviews: 33028, Address: Sansad Marg, New Delhi)']","['TRENDS (Rating: 3.9, Reviews: 527, Address: District Centre, V3S Mall, Plot No-12, Laxmi Nagar, Vikash Marg Road, New Marg, New Delhi)', 'S. Chander & Sons (Rating: 3.7, Reviews: 17, Address: 123, Palika Bazar, Radial Road Number 1, Connaught Place, New Delhi)', 'Mother Dairy shop no.15712 (Rating: 4.4, Reviews: 138, Address: Gate no. 2 near akshardham common wealth games village)']"
Western,Maharastra,Mumbai,Marine Drive,Promenade,Unknown,2,4.5,0,Yes,Open All Days,Scenic,Yes,1.5,Evening,18.9426858,72.8231909,"['President, Mumbai - IHCL SeleQtions (Rating: 4.4, Reviews: 11396, Address: 90, Cuffe Parade, Mumbai)', 'Astoria Hotel (Rating: 4.2, Reviews: 1703, Address: WRJG+VVX, Jamshedji Tata Road, Churchgate, Mumbai)', ""Hotel New Bengal (Rating: 3.3, Reviews: 710, Address: 'B' Shalimar Estates, Sitaram Building, Dr. D. N. Road, Near Crawford Market, Mumbai)""]","['The Shalimar Hotel (August Kranti Marg) (Rating: 4.1, Reviews: 2807, Address: August Kranti Road, Mumbai)', 'Grand Hotel (Rating: 4.1, Reviews: 1905, Address: 17, Shri S.R. Marg, Ballard Estate, Fort, Mumbai)', 'Fariyas Hotel Mumbai (Rating: 4, Reviews: 3179, Address: WR8H+CXX, 25, Arthur Bunder Road, Apollo Bandar, Colaba, Mumbai)']","['Gateway Of India Mumbai (Rating: 4.6, Reviews: 376217, Address: Mumbai)', 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Rating: 4.6, Reviews: 36926, Address: 159-161, Mahatma Gandhi Road, Fort, Mumbai)', 'Haji Ali Dargah (Rating: 4.4, Reviews: 18602, Address: Dargah Road, Haji Ali, Mumbai)']","['Rathod Beads (Rating: 4.4, Reviews: 27, Address: Building No, 73, 3rd Bhoiwada Lane, Bhuleshwar, Mumbai)', 'MUSTAFA TRUNKS (Rating: 4.2, Reviews: 5, Address: 466, Opposite Sheetal Showroom, M S 400007, Maulana Shaukat Ali Road, Grant Road East, Grant Road, Mumbai)', 'Cartier Shopping Centre (Rating: 3.7, Reviews: 13, Address: 3, Dr Dadabhai Naroji Marg, Kala Ghoda, Fort, Mumbai)']"
Western,Maharastra,Mumbai,Gateway of India,Monument,1924,1,4.6,0,Yes,Open All Days,Historical,Yes,3.6,All,18.9219841,72.8346543,"['President, Mumbai - IHCL SeleQtions (Rating: 4.4, Reviews: 11396, Address: 90, Cuffe Parade, Mumbai)', 'Astoria Hotel (Rating: 4.2, Reviews: 1703, Address: WRJG+VVX, Jamshedji Tata Road, Churchgate, Mumbai)', ""Hotel New Bengal (Rating: 3.3, Reviews: 710, Address: 'B' Shalimar Estates, Sitaram Building, Dr. D. N. Road, Near Crawford Market, Mumbai)""]","['Grand Hotel (Rating: 4.1, Reviews: 1905, Address: 17, Shri S.R. Marg, Ballard Estate, Fort, Mumbai)', 'Fariyas Hotel Mumbai (Rating: 4, Reviews: 3179, Address: WR8H+CXX, 25, Arthur Bunder Road, Apollo Bandar, Colaba, Mumbai)', 'Sri Krishna Restaurant (Rating: 4.1, Reviews: 2090, Address: 10 &11, New Municipal Building, Joban Putra Compound, Near Municipal Office, Grant Road, Nana Chowk, Mumbai)']","['Gateway Of India Mumbai (Rating: 4.6, Reviews: 376217, Address: Mumbai)', 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Rating: 4.6, Reviews: 36926, Address: 159-161, Mahatma Gandhi Road, Fort, Mumbai)', 'Chatterjee & Lal (Rating: 4.6, Reviews: 111, Address: Floor 1, Kamal Mansion, 01/18, Arthur Bunder Road, Colaba, Mumbai)']","['Rathod Beads (Rating: 4.4, Reviews: 27, Address: Building No, 73, 3rd Bhoiwada Lane, Bhuleshwar, Mumbai)', 'Cartier Shopping Centre (Rating: 3.7, Reviews: 13, Address: 3, Dr Dadabhai Naroji Marg, Kala Ghoda, Fort, Mumbai)', 'S.K SHOPPING CENTRE (Rating: 3.3, Reviews: 8, Address: Blackie House,Shop No.-02,w H Marg, Opp.GPO ,Fort, Mumbai)']"
Western,Maharastra,Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,1,4.6,500,Yes,Open All Days,Historical,Yes,0.34,All,18.9269015,72.8326916,"['President, Mumbai - IHCL SeleQtions (Rating: 4.4, Reviews: 11396, Address: 90, Cuffe Parade, Mumbai)', 'Astoria Hotel (Rating: 4.2, Reviews: 1703, Address: WRJG+VVX, Jamshedji Tata Road, Churchgate, Mumbai)', ""Hotel New Bengal (Rating: 3.3, Reviews: 710, Address: 'B' Shalimar Estates, Sitaram Building, Dr. D. N. Road, Near Crawford Market, Mumbai)""]","['Grand Hotel (Rating: 4.1, Reviews: 1905, Address: 17, Shri S.R. Marg, Ballard Estate, Fort, Mumbai)', 'Fariyas Hotel Mumbai (Rating: 4, Reviews: 3179, Address: WR8H+CXX, 25, Arthur Bunder Road, Apollo Bandar, Colaba, Mumbai)', 'Sri Krishna Restaurant (Rating: 4.1, Reviews: 2090, Address: 10 &11, New Municipal Building, Joban Putra Compound, Near Municipal Office, Grant Road, Nana Chowk, Mumbai)']","['Gateway Of India Mumbai (Rating: 4.6, Reviews: 376217, Address: Mumbai)', 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Rating: 4.6, Reviews: 36926, Address: 159-161, Mahatma Gandhi Road, Fort, Mumbai)', 'Chatterjee & Lal (Rating: 4.6, Reviews: 111, Address: Floor 1, Kamal Mansion, 01/18, Arthur Bunder Road, Colaba, Mumbai)']","['Rathod Beads (Rating: 4.4, Reviews: 27, Address: Building No, 73, 3rd Bhoiwada Lane, Bhuleshwar, Mumbai)', 'Cartier Shopping Centre (Rating: 3.7, Reviews: 13, Address: 3, Dr Dadabhai Naroji Marg, Kala Ghoda, Fort, Mumbai)', 'S.K SHOPPING CENTRE (Rating: 3.3, Reviews: 8, Address: Blackie House,Shop No.-02,w H Marg, Opp.GPO ,Fort, Mumbai)']"
Western,Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,1996,3,4.3,50,Yes,Monday,Wildlife,Yes,0.6,All,19.232779,72.8717923,"['Capital O 618 Maharaja Hotel (Rating: 4, Reviews: 1700, Address: Kohinoor Complex, opposite Rawalpada, Western Urban Road, Dahisar East, Mumbai)', 'OYO 28681 Tuliip - Kanjurmarg (Rating: 3.5, Reviews: 21, Address: BUILDING NO. 5A, FLAT NO. 1302, SUNCITY COMPLEX, PLUTO GANDHINAGAR-JVLR, Lal Bahadur Shastri Marg, Kanjurmarg West, JUNCTION, Mumbai)', 'HOTEL D69 RESIDENCY (Rating: 3.8, Reviews: 518, Address: near Dahisar Check Naka, 106/3, near Dahisar Check Naka, Mumbai)']","['Borivali Biryani Centre BBC (Rating: 4, Reviews: 10707, Address: Shop no 35 to 39, Wasabi CHS, WASABI GROVE, RDP 10, Mumbai)', 'The Avenue (Rating: 4.2, Reviews: 3518, Address: Shree Gokul Garden, Western Urban Road, Nabard Nagar, Saraf Chaudhary Nagar, Kandivali East, Mumbai)', ""Domino's Pizza | Dahisar East, Mumbai (Rating: 3.6, Reviews: 2097, Address: Shop No. 1, 2, Saraswat Bank, Ground Sadhana Palace Building, 3 & 4, Maratha Colony Road, Maratha Colony, Dahisar East, Mumbai)""]","['Kanheri Caves (Rating: 4.5, Reviews: 8123, Address: 6W53+4WV, Mumbai)', 'Shri Ayyappa Swamy Temple (Borivali) (Rating: 4.7, Reviews: 523, Address: 6V92+M56, Saibaba Nagar Kalyan Jewellers, Ram Nagar Road, Ram Nagar, Mumbai)', 'Gandhi Darshan Museum (Rating: 4.2, Reviews: 174, Address: 6RCX+GHW, Gandhi Ghar Road, Rayani Gram, Borivali West, Mumbai)']","['National Park Krishna Complex (Rating: 4.1, Reviews: 197, Address: SHANTHI DWAR CHS-C, National Park Flyover, Shantivan Complex Colony, Nensey Colony, Borivali East, Mumbai)', 'Shubham Collection (Rating: 3.9, Reviews: 28, Address: Shop No. 10, Ground Floor, Mahaveer Nagar ,, S.N. Dubey Road, Mumbai)', 'Shrungar (Rating: 4, Reviews: 26, Address: Shop no 12, Ajanta square mall, opp florida gift shop,, Market Road, Borivali West, Mumbai)']"
Western,Maharastra,Mumbai,Siddhivinayak Temple,Temple,1881,2,4.8,0,Yes,Open All Days,Religious,No,1.05,All,19.01699,72.8303997,"['Four Seasons Hotel Mumbai (Rating: 4.5, Reviews: 14505, Address: 1/136, Doctor Elijah Moses Road, Gandhi Nagar, Upper Worli, Worli, Mumbai)', 'Taj Lands End, Mumbai (Rating: 4.6, Reviews: 34588, Address: opp. ICICI Bank, Byramji Jeejeebhoy Road, Bandra West, Mumbai)', 'Hotel Avon Ruby-Dadar Hotels (Rating: 3.6, Reviews: 1839, Address: Railway Station, near Dadar, 87, Naigaon Cross Road, Dadar East, Mumbai)']","['Punjabi Tadka (Rating: 4, Reviews: 626, Address: Plot No. 3, Kohinoor Road, Dadar (E), Opp. Swami Narayan Temple, Mumbai)', 'Hotel Avon Ruby-Dadar Hotels (Rating: 3.6, Reviews: 1839, Address: Railway Station, near Dadar, 87, Naigaon Cross Road, Dadar East, Mumbai)', 'Hotel Lucky (Rating: 4, Reviews: 8162, Address: Bld no-9, Bandra Junction of S.V. Road, &, Hill Road, Bandra West, Mumbai)']","['Haji Ali Dargah (Rating: 4.4, Reviews: 18602, Address: Dargah Road, Haji Ali, Mumbai)', 'BAPS Shri Swaminarayan Mandir, Mumbai (Rating: 4.6, Reviews: 8684, Address: India)', 'Band Stand (Rating: 4.4, Reviews: 64037, Address: Byramji Jeejeebhoy Road, Mount Mary, Bandra West, Mumbai)']","['Phoenix Palladium (Rating: 4.5, Reviews: 92123, Address: 462, Senapati Bapat Marg, Lower Parel, Mumbai)', 'Max (Rating: 4, Reviews: 2434, Address: 1st Floor, Star Mall, N. C. Kelkar Marg, Dadar West, Mumbai)', 'ZEBA at Zeba Design Centre (Rating: 4.6, Reviews: 90, Address: Zeba Centre, Mathuradas Mill Compound, next to Zaffran, Senapati Bapat Marg, Lower Parel, Mumbai)']"
Western,Maharastra,Mumbai,Mahalaxmi Temple,Temple,1831,1,4.7,0,Yes,Open All Days,Religious,No,0.33,All,18.9773405,72.8065601,"['The Shalimar Hotel (August Kranti Marg) (Rating: 4.1, Reviews: 2807, Address: August Kranti Road, Mumbai)', 'Four Seasons Hotel Mumbai (Rating: 4.5, Reviews: 14505, Address: 1/136, Doctor Elijah Moses Road, Gandhi Nagar, Upper Worli, Worli, Mumbai)', 'The Sahil Hotel (Rating: 4.1, Reviews: 6283, Address: opp. City Centre Mall, 292, JB Behram Marg, Mumbai Central, Mumbai)']","['The Shalimar Hotel (August Kranti Marg) (Rating: 4.1, Reviews: 2807, Address: August Kranti Road, Mumbai)', 'Sri Krishna Restaurant (Rating: 4.1, Reviews: 2090, Address: 10 &11, New Municipal Building, Joban Putra Compound, Near Municipal Office, Grant Road, Nana Chowk, Mumbai)', 'AER (Rating: 4.4, Reviews: 2786, Address: 34th Floor, 1/136, Doctor Elijah Moses Road, Worli, Mumbai)']","['Haji Ali Dargah (Rating: 4.4, Reviews: 18602, Address: Dargah Road, Haji Ali, Mumbai)', 'Hanging Gardens (Rating: 4.2, Reviews: 36108, Address: Ridge Road, Simla Nagar, Malabar Hill, Mumbai)', 'National Museum of Indian Cinema (Rating: 4.6, Reviews: 1954, Address: Gulshan Mahal, 24, Pedder Road, Cumballa Hill, Mumbai)']","['Phoenix Palladium (Rating: 4.5, Reviews: 92123, Address: 462, Senapati Bapat Marg, Lower Parel, Mumbai)', 'Rathod Beads (Rating: 4.4, Reviews: 27, Address: Building No, 73, 3rd Bhoiwada Lane, Bhuleshwar, Mumbai)', 'MUSTAFA TRUNKS (Rating: 4.2, Reviews: 5, Address: 466, Opposite Sheetal Showroom, M S 400007, Maulana Shaukat Ali Road, Grant Road East, Grant Road, Mumbai)']"
Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,2,4.4,0,Yes,Open All Days,Religious,No,0.16,All,18.9828273,72.8088966,"['The Shalimar Hotel (August Kranti Marg) (Rating: 4.1, Reviews: 2807, Address: August Kranti Road, Mumbai)', 'Four Seasons Hotel Mumbai (Rating: 4.5, Reviews: 14505, Address: 1/136, Doctor Elijah Moses Road, Gandhi Nagar, Upper Worli, Worli, Mumbai)', 'The Sahil Hotel (Rating: 4.1, Reviews: 6283, Address: opp. City Centre Mall, 292, JB Behram Marg, Mumbai Central, Mumbai)']","['The Shalimar Hotel (August Kranti Marg) (Rating: 4.1, Reviews: 2807, Address: August Kranti Road, Mumbai)', 'Sri Krishna Restaurant (Rating: 4.1, Reviews: 2090, Address: 10 &11, New Municipal Building, Joban Putra Compound, Near Municipal Office, Grant Road, Nana Chowk, Mumbai)', 'AER (Rating: 4.4, Reviews: 2786, Address: 34th Floor, 1/136, Doctor Elijah Moses Road, Worli, Mumbai)']","['Haji Ali Dargah (Rating: 4.4, Reviews: 18602, Address: Dargah Road, Haji Ali, Mumbai)', 'Hanging Gardens (Rating: 4.2, Reviews: 36108, Address: Ridge Road, Simla Nagar, Malabar Hill, Mumbai)', 'National Museum of Indian Cinema (Rating: 4.6, Reviews: 1954, Address: Gulshan Mahal, 24, Pedder Road, Cumballa Hill, Mumbai)']","['Phoenix Palladium (Rating: 4.5, Reviews: 92123, Address: 462, Senapati Bapat Marg, Lower Parel, Mumbai)', 'Rathod Beads (Rating: 4.4, Reviews: 27, Address: Building No, 73, 3rd Bhoiwada Lane, Bhuleshwar, Mumbai)', 'MUSTAFA TRUNKS (Rating: 4.2, Reviews: 5, Address: 466, Opposite Sheetal Showroom, M S 400007, Maulana Shaukat Ali Road, Grant Road East, Grant Road, Mumbai)']"
Western,Maharastra,Mumbai,Chowpatty Beach,Beach,Unknown,2,4.3,0,Yes,Open All Days,Recreational,Yes,0.05,Evening,18.9518622,72.8165592,"['Astoria Hotel (Rating: 4.2, Reviews: 1703, Address: WRJG+VVX, Jamshedji Tata Road, Churchgate, Mumbai)', 'President, Mumbai - IHCL SeleQtions (Rating: 4.4, Reviews: 11396, Address: 90, Cuffe Parade, Mumbai)', ""Hotel New Bengal (Rating: 3.3, Reviews: 710, Address: 'B' Shalimar Estates, Sitaram Building, Dr. D. N. Road, Near Crawford Market, Mumbai)""]","['The Shalimar Hotel (August Kranti Marg) (Rating: 4.1, Reviews: 2807, Address: August Kranti Road, Mumbai)', 'Grand Hotel (Rating: 4.1, Reviews: 1905, Address: 17, Shri S.R. Marg, Ballard Estate, Fort, Mumbai)', 'Fariyas Hotel Mumbai (Rating: 4, Reviews: 3179, Address: WR8H+CXX, 25, Arthur Bunder Road, Apollo Bandar, Colaba, Mumbai)']","['Haji Ali Dargah (Rating: 4.4, Reviews: 18602, Address: Dargah Road, Haji Ali, Mumbai)', 'Gateway Of India Mumbai (Rating: 4.6, Reviews: 376217, Address: Mumbai)', 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Rating: 4.6, Reviews: 36926, Address: 159-161, Mahatma Gandhi Road, Fort, Mumbai)']","['Rathod Beads (Rating: 4.4, Reviews: 27, Address: Building No, 73, 3rd Bhoiwada Lane, Bhuleshwar, Mumbai)', 'MUSTAFA TRUNKS (Rating: 4.2, Reviews: 5, Address: 466, Opposite Sheetal Showroom, M S 400007, Maulana Shaukat Ali Road, Grant Road East, Grant Road, Mumbai)', 'Jain Card Centre (Rating: 3.4, Reviews: 5, Address: 142, Abdul Rehman Street, Chippi Chawl, Kalbadevi, Mumbai)']"
Western,Maharastra,Mumbai,Essel World,Amusement Park,1986,5,4.3,1149,Yes,Open All Days,Recreational,Yes,0.27,All,19.231546,72.8050577,"['Green village resort (Rating: 4.1, Reviews: 5707, Address: Malvani Church, opp. Akashwani Kendra, Marve Road, Malad, Chikuwadi, Malad West, Mumbai)', 'Palm Beach Resort, Manori (No Online Booking) (Rating: 4, Reviews: 1351, Address: Manori - Gorai Road, Near, Manori, Mumbai)', ""Mantra's Symphony Grand Hotel (Rating: 3, Reviews: 577, Address: 19th Road Plot 432 opp. Don Bosco School, Borivali West, Mumbai)""]","['Borivali Biryani Centre BBC (Rating: 4, Reviews: 10707, Address: Shop no 35 to 39, Wasabi CHS, WASABI GROVE, RDP 10, Mumbai)', 'Monginis Cake Shop (Rating: 3.8, Reviews: 70, Address: Shop No 5, Rakesh building, near Charkop Deppo, Plot No 215, Charkop, Charkop Sector 3, Mumbai)', 'Ruchkar (Rating: 4.3, Reviews: 860, Address: Shop No. 2 Plot No. 227 Madhuban building, Charkop Sector 3, Kandivali West, Mumbai)']","['EsselWorld (Rating: 4.3, Reviews: 28387, Address: Global Pagoda Road, Gorai Island, Borivali West, Mumbai)', 'Water Kingdom (Rating: 4.2, Reviews: 20877, Address: Global Pagoda Road, Essel world Amusement Park, Borivali West, Mumbai)', 'Global Vipassana Pagoda (Rating: 4.6, Reviews: 19960, Address: Global Vipassana Pagoda Road, Gorai Village, West, Borivali, Mumbai)']","['Patanjali Mega Store (Rating: 3.9, Reviews: 494, Address: 36/358/359, Mahaveer Nagar, New, New Link Road, Ekta Nagar, Kandivali West, Mumbai)', 'Mhatre Plaza (Rating: 3.5, Reviews: 111, Address: Mahatma Gandhi Road, Shankar Pada, Kandivali West, Mumbai)', 'TRENDS (Rating: 4, Reviews: 1064, Address: D, Victoria Mall, B-2, Shimpoli Road, Gautam Nagar, Borivali West, Mumbai)']"
